SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,1382.60,1398.70,1365.05,1369.80,1369.80,1357.35,406,3211,4439046.00,
500003,AEGIS LOGIS ,B ,Q,851.15,854.55,827.00,830.15,830.15,846.30,543,4947,4149680.00,
500008,AMAR RAJA BA,A ,Q,980.00,994.80,966.00,978.05,978.05,973.15,2072,38594,37927291.00,
500009,A.SARABHAI  ,B ,Q,5.56,5.88,5.40,5.69,5.69,5.50,55,15235,86078.00,
500010,HDFC        ,A ,Q,1310.00,1319.20,1300.00,1302.65,1302.65,1302.05,2786,67723,88630866.00,
500012,ANDHRA PETRO,B ,Q,16.50,19.65,16.50,17.45,17.45,16.45,727,261059,4609563.00,
500013,ANSAL INFRAS,B ,Q,18.70,20.25,18.70,19.90,20.00,18.90,639,96201,1900500.00,
500014,APPLE FINANC,B ,Q,2.40,2.59,2.40,2.46,2.46,2.39,23,8221,20419.00,
500020,BOM DYEING  ,B ,Q,92.40,94.00,89.70,91.05,91.05,91.45,7407,1184905,109367779.00,
500023,ASIANHOTNR  ,B ,Q,107.00,109.90,105.10,109.90,109.90,108.90,3,25,2670.00,
500024,ASSAMCO     ,B ,Q,3.67,3.98,3.66,3.83,3.83,3.65,565,508623,1948051.00,
500027,ATUL LTD.   ,A ,Q,1245.00,1389.00,1242.00,1335.65,1338.00,1241.50,2672,31986,42662264.00,
500028,ATV PROJECTS,T ,Q,11.40,11.50,10.61,10.89,11.09,11.13,266,131679,1442274.00,
500029,AUTOLITE(I) ,B ,Q,58.00,59.05,56.50,57.75,57.75,58.40,69,4600,264647.00,
500030,AUTORID.FIN ,T ,Q,0.64,0.70,0.64,0.70,0.70,0.67,7,4569,2954.00,
500031,BAJAJ ELECT.,A ,Q,261.00,265.00,260.00,261.20,261.20,259.55,2308,80277,21069539.00,
500032,BAJAJHIND   ,B ,Q,14.40,16.15,14.40,15.48,15.48,14.39,2944,1019332,15884132.00,
500033,FORCE MOTR  ,B ,Q,3204.00,3288.00,2984.80,3031.35,3031.35,3141.85,34121,573276,1833752393.00,
500034,BAJFINANCE  ,A ,Q,5633.90,5717.70,5547.10,5570.20,5570.20,5627.90,1936,8705,48922745.00,
500038,BALRAM.CHINI,A ,Q,50.55,57.50,50.55,53.60,53.60,50.10,3301,500714,27032680.00,
500039,BANCO PROD. ,B ,Q,124.80,135.00,123.50,133.50,133.50,124.80,1218,122098,15792963.00,
500040,CENTURY TEXT,A ,Q,700.00,720.45,697.00,716.95,716.95,695.30,5466,171160,121955330.00,
500041,BANNARI AMAN,B ,Q,789.50,890.00,789.50,827.50,831.00,775.00,74,901,755620.00,
500042,BASF INDIA  ,B ,Q,1239.90,1307.00,1239.90,1281.50,1281.50,1234.30,2986,23776,30671723.00,
500043,BATA INDIA  ,A ,Q,1235.00,1244.10,1215.60,1230.15,1230.15,1219.70,2421,37297,45996584.00,
500048,BEML LTD    ,A ,Q,1558.00,1587.40,1540.10,1545.30,1545.30,1553.85,3078,37709,58991868.00,
500049,BHARAT ELECT,A ,Q,4150.00,4150.00,4024.50,4044.60,4044.60,4125.35,2645,18750,76634561.00,
500051,BHAG GAS    ,Z ,Q,1.12,1.17,1.12,1.12,1.12,1.12,10,2301,2580.00,
500052,BHANSALI ENG,B ,Q,16.90,17.30,15.65,16.25,16.25,16.00,54,118747,1928562.00,
500055,BHUSH STEEL ,A ,Q,60.50,62.25,60.30,60.45,60.45,59.80,1192,148712,9059328.00,
500057,ABCIL       ,B ,Q,233.00,233.00,229.00,229.30,229.30,229.70,69,4391,1012405.00,
500058,BIHAR SPONGE,T ,Q,2.98,3.12,2.84,3.04,3.04,2.98,35,20250,59931.00,
500059,BINANI IND. ,B ,Q,95.80,95.80,91.60,92.05,92.05,92.00,250,18697,1729187.00,
500060,BIRLA ERIC. ,T ,Q,66.10,67.50,65.25,65.70,65.50,66.00,94,19808,1309839.00,
500067,BLUE STAR   ,B ,Q,375.00,386.15,371.55,374.15,374.15,371.80,582,13038,4953617.00,
500068,DISA INDIA  ,B ,Q,4449.00,4494.00,4446.50,4487.00,4490.00,4413.50,13,33,147439.00,
500069,BNK CAPITAL ,B ,Q,34.85,34.85,32.50,32.60,32.60,32.60,12,1851,60532.00,
500074,BPL LTD.    ,B ,Q,39.40,41.30,39.15,40.85,40.85,39.15,1489,187576,7600473.00,
500078,CAMPH.& ALL ,B ,Q,389.00,422.00,389.00,400.30,403.00,383.30,543,30094,12304278.00,
500083,CENTURY EXT ,B ,Q,2.13,2.14,2.12,2.14,2.14,1.95,50,100676,215059.00,
500084,CESC LTD.   ,A ,Q,573.00,597.50,569.00,593.45,593.45,573.80,2531,60961,35658627.00,
500085,CHAMBAL FERT,B ,Q,61.95,64.05,61.60,63.05,63.05,61.60,709,92166,5830367.00,
500086,EXIDE IND.  ,A ,Q,156.40,157.10,153.70,154.40,154.40,155.55,1138,144813,22525328.00,
500087,CIPLA LTD.  ,A ,Q,710.00,721.55,709.25,719.00,719.00,709.60,3397,142353,101992009.00,
500089,DIC INDIA   ,B ,Q,630.25,670.00,610.00,664.50,664.50,620.50,902,19437,12561091.00,
500092,CRISIL LTD  ,A ,Q,1990.00,2040.90,1990.00,2008.35,2002.00,1988.35,280,2042,4126648.00,
500093,CROMPT.GREAV,A ,Q,184.70,191.50,184.20,190.35,190.35,184.70,3538,337692,63884418.00,
500096,DABUR (I)   ,A ,Q,292.30,308.40,292.30,306.55,306.55,291.95,3641,762729,228415908.00,
500097,DALMIASUG   ,B ,Q,23.00,25.70,23.00,24.70,24.70,21.75,117,32161,779935.00,
500101,ARVIND Ltd  ,A ,Q,315.00,317.00,305.70,309.70,309.70,315.50,7556,318686,98805330.00,
500102,BALARPUR IND,B ,Q,16.50,17.25,16.00,16.15,16.15,16.45,2233,962687,16140864.00,
500103,BHEL        ,A ,Q,282.20,287.90,279.30,280.40,280.40,282.00,4036,266741,75634186.00,
500104,HIND.PETRO  ,A ,Q,917.00,923.10,899.60,907.20,907.20,915.10,4950,184178,167606666.00,
500106,IFCI LTD    ,A ,Q,25.00,25.35,24.75,24.85,24.85,24.75,1388,707018,17693216.00,
500108,MAHA.TELE   ,B ,Q,20.40,21.35,20.05,21.00,21.00,19.65,5141,1696059,35141267.00,
500109,MRPL        ,A ,Q,72.30,73.80,71.60,71.80,71.80,71.60,1734,276107,20038947.00,
500110,CHENNAI PET.,B ,Q,186.95,187.80,178.00,178.85,178.85,186.30,5138,214386,38842645.00,
500111,REL.CAP.    ,A ,Q,396.80,401.00,392.40,393.45,393.45,393.25,7236,442059,175458822.00,
500112,STATE BANK  ,A ,Q,289.00,291.85,284.50,285.35,285.35,288.20,14452,1144843,329713583.00,
500113,STEEL AUTH. ,A ,Q,59.40,61.85,59.40,60.30,60.30,59.05,2750,507428,30988419.00,
500114,TITAN       ,A ,Q,317.00,322.80,316.00,319.35,319.35,315.60,4473,238367,76232983.00,
500116,IDBI BANK L ,A ,Q,68.10,69.40,67.50,67.70,67.70,68.10,1921,466718,31940797.00,
500117,DCW LTD.    ,B ,Q,22.75,23.50,22.45,22.65,22.65,22.70,1318,407310,9377203.00,
500119,DHAMPUR SUGA,B ,Q,32.60,35.90,32.60,34.00,34.00,32.75,1459,150787,5169170.00,
500120,DIAMINES&CHM,B ,Q,44.65,47.00,44.65,46.40,47.00,45.75,47,14094,639491.00,
500123,ELANTAS     ,B ,Q,1479.75,1489.50,1392.00,1402.50,1400.00,1451.75,298,4924,7069081.00,
500124,DR.REDDY'S  ,A ,Q,4150.00,4209.00,4144.50,4194.95,4194.95,4166.15,1860,13604,56837548.00,
500125,E.I.D.PAR   ,A ,Q,148.45,151.65,141.60,146.80,146.80,148.45,2074,118872,17564686.00,
500126,MERCK LTD   ,B ,Q,821.50,879.00,821.50,862.75,862.75,817.50,2747,63431,54737503.00,
500128,ELEC.CASTING,B ,Q,25.20,27.20,25.20,26.30,26.30,24.85,4129,1059463,27786399.00,
500132,EMPEE SUGARS,B ,Q,3.31,3.60,3.31,3.34,3.33,3.26,14,8542,28904.00,
500133,ESAB INDIA  ,B ,Q,660.00,673.00,645.00,651.75,654.00,659.25,193,2622,1730233.00,
500134,ESSAR OIL   ,A ,Q,202.90,204.85,195.00,196.25,196.25,202.80,3016,280633,55959170.00,
500135,ESSEL PROP  ,B ,Q,163.70,166.20,161.80,163.70,163.70,160.30,1007,35930,5898087.00,
500136,ESTER INDUS.,B ,Q,30.30,30.90,29.90,30.15,30.10,30.00,256,30548,922865.00,
500139,FEDDER.LLYOD,B ,Q,110.40,112.70,106.10,107.00,107.00,110.40,1270,92299,10122111.00,
500141,FERRO ALLOYS,B ,Q,6.84,6.84,5.70,6.73,6.73,5.71,522,397350,2630620.00,
500142,FGP LTD.    ,T ,Q,2.81,3.09,2.81,3.09,3.09,2.95,9,3577,10058.00,
500143,P.H.CAPITAL ,B ,Q,7.85,7.85,7.85,7.85,7.85,7.48,1,310,2433.00,
500144,FINOL. CABLE,A ,Q,255.00,257.90,253.00,254.10,255.00,252.55,767,17204,4398262.00,
500147,CMI FPE     ,B ,Q,490.00,549.00,483.10,537.20,537.00,485.90,281,6444,3350828.00,
500148,UFLEX LTD   ,B ,Q,180.00,184.50,171.10,172.70,172.70,178.20,3424,271736,48248678.00,
500150,FOSECO INDIA,B ,Q,1500.00,1510.00,1470.00,1477.25,1476.00,1503.00,62,224,334807.00,
500151,GOLDEN TOB  ,B ,Q,40.00,42.40,39.85,41.85,41.85,39.15,63,9518,391468.00,
500153,GANESH BENZO,B ,Q,12.31,12.72,12.00,12.08,12.08,12.46,223,152933,1891762.00,
500155,GARDEN SILK ,B ,Q,34.80,37.45,34.80,36.55,36.55,34.65,584,72497,2661466.00,
500159,METROGLOBL  ,B ,Q,76.30,79.00,71.00,72.75,72.75,72.75,170,16262,1224822.00,
500160,GTL LTD.    ,B ,Q,13.11,15.60,13.11,15.46,15.46,13.00,1889,427245,6371051.00,
500162,PARRYSUGR   ,B ,Q,15.70,17.75,15.70,17.75,17.75,15.55,4,194,3056.00,
500163,GODFREY PH  ,B ,Q,572.80,587.05,570.25,581.40,581.40,577.60,1031,108803,62724435.00,
500164,GODREJ IND  ,A ,Q,392.00,395.85,387.00,390.40,390.40,389.15,840,27566,10803498.00,
500165,KANSAI NERO ,B ,Q,261.00,263.55,257.00,258.60,257.00,258.50,936,16729,4344421.00,
500166,GOODRICKE   ,B ,Q,149.40,159.10,146.30,154.00,154.00,147.60,520,57624,8916154.00,
500168,GOODYEAR (I),B ,Q,642.00,660.00,635.50,642.25,642.25,642.50,695,32791,21284154.00,
500170,GTN INDUS   ,B ,Q,13.80,13.82,13.25,13.82,13.82,13.17,38,13464,185494.00,
500171,GHCL LTD    ,B ,Q,90.50,93.90,90.50,92.10,92.10,90.50,2342,342871,31607068.00,
500173,GUJ.FLOURO  ,B ,Q,720.00,727.60,707.00,722.00,723.00,709.40,703,4015,2896661.00,
500174,GUJ.LEASE   ,B ,Q,1.66,1.78,1.65,1.65,1.65,1.70,6,2074,3482.00,
500179,HCL INFOSYS ,B ,Q,44.00,52.40,43.80,52.40,52.40,43.70,14843,3626498,179231599.00,
500180,HDFC BANK   ,A ,Q,1089.25,1097.10,1085.15,1092.20,1092.20,1088.35,2610,73459,80178839.00,
500182,HEROMOTOCO  ,A ,Q,2644.95,2673.30,2629.75,2660.40,2660.40,2624.25,2453,33546,88987369.00,
500183,HIMACHAL FUT,B ,Q,16.40,16.44,15.50,15.67,15.67,16.02,3349,1583364,25279285.00,
500184,HIMADRI CHEM,B ,Q,24.25,25.80,21.95,23.70,23.70,23.45,1885,260053,6279672.00,
500185,HIND.CONSTN.,A ,Q,22.50,24.80,22.50,24.35,24.35,22.30,6660,3604085,85553526.00,
500186,HIND.OIL EXP,B ,Q,39.85,41.50,39.80,40.40,40.40,39.70,2490,556905,22640446.00,
500187,HSIL        ,B ,Q,310.50,312.90,294.00,294.80,294.80,313.25,2180,51094,15355280.00,
500188,HINDUS.ZI   ,A ,Q,156.00,160.30,156.00,158.30,158.30,158.75,1630,53094,8447800.00,
500189,HINDUJA VENT,B ,Q,451.00,461.10,439.10,442.90,442.90,448.40,374,7976,3590315.00,
500191,HMT LTD.    ,B ,Q,49.25,49.60,48.15,48.75,48.75,48.70,860,89503,4387748.00,
500192,PRAG BOSIMI ,T ,Q,5.77,5.77,5.77,5.77,5.77,5.50,16,9740,56199.00,
500193,HOTEL LEELA.,B ,Q,22.80,23.20,22.00,22.10,22.15,22.70,879,146702,3316195.00,
500199,I.G.PETRO   ,B ,Q,164.00,166.80,158.00,160.90,160.90,162.20,933,56248,9192317.00,
500201,IND.GLYCOLS ,B ,Q,100.00,102.00,99.50,99.70,99.70,99.40,282,15525,1560502.00,
500206,MARGO FIN   ,T ,Q,19.00,19.00,19.00,19.00,19.00,18.10,6,2045,38855.00,
500207,INDO RAMA   ,B ,Q,49.15,49.15,44.55,44.85,44.85,46.85,1745,213604,10124982.00,
500209,INFOSYS LTD ,A ,Q,1065.00,1090.00,1065.00,1086.55,1086.55,1059.80,4177,107932,116627365.00,
500210,INGERSOLL   ,B ,Q,970.50,974.45,954.40,959.35,959.35,958.50,446,5903,5686913.00,
500211,INSILCO LTD.,T ,Q,30.90,31.55,28.55,28.55,28.55,30.05,395,154538,4721419.00,
500212,INTEG.FIN.SE,T ,Q,34.90,34.90,33.65,33.65,33.65,34.30,8,753,25583.00,
500213,INTER.TRAVEL,B ,Q,275.00,285.00,275.00,282.00,284.00,274.70,270,13814,3887755.00,
500214,ION EXCHANGE,T ,Q,310.00,313.50,297.00,302.70,304.80,311.10,258,17972,5437891.00,
500215,AGRO TECH FO,B ,Q,624.00,638.00,618.00,620.00,620.00,634.50,283,2349,1477261.00,
500219,JAIN IRRIG  ,A ,Q,76.10,76.90,75.25,75.70,75.70,76.10,1338,314815,23977146.00,
500220,JASCH INDUST,B ,Q,29.75,35.45,29.75,35.45,35.45,29.55,626,234734,8027255.00,
500222,JCT ELECTRON,B ,Q,0.40,0.44,0.40,0.44,0.44,0.42,19,156841,68210.00,
500223,JCT LTD     ,B ,Q,7.08,7.50,7.00,7.50,7.50,6.82,3007,5280208,39043228.00,
500227,JINDAL POLYF,B ,Q,328.60,343.90,328.60,331.80,331.80,328.60,1732,68906,23227901.00,
500228,JSWSL       ,A ,Q,891.00,913.50,884.05,886.05,886.05,880.75,4736,150943,135817455.00,
500231,UMANG DAIR  ,B ,Q,67.70,70.00,64.65,66.90,66.00,66.20,266,37494,2540324.00,
500233,KAJARIA CER.,A ,Q,755.25,777.00,753.50,771.30,771.30,751.00,1183,13945,10704753.00,
500234,KAKATIYA CEM,B ,Q,127.90,128.00,126.00,127.80,127.40,126.70,17,2424,308918.00,
500235,KALYANI STEL,B ,Q,150.70,156.40,150.70,155.70,155.70,151.00,1134,100484,15561218.00,
500236,KANELIND    ,B ,Q,8.68,8.68,8.68,8.68,8.68,8.27,12,3129,27159.00,
500238,WHIRLPOOL   ,B ,Q,762.00,765.25,750.00,755.65,757.60,758.05,546,5972,4537472.00,
500239,KG DENIM    ,B ,Q,43.25,47.35,43.10,47.35,47.35,45.10,398,216821,9961111.00,
500240,KINETIC ENG.,B ,Q,75.00,78.00,71.00,71.50,71.50,75.65,199,25913,1899641.00,
500241,KIRL.BROS.  ,B ,Q,223.60,232.00,223.60,227.00,227.00,222.20,310,7830,1789918.00,
500243,KIRL INDUS  ,B ,Q,702.00,710.00,700.00,709.50,710.00,701.00,55,876,618381.00,
500245,KIRL.FERROUS,B ,Q,62.30,63.40,61.95,62.15,62.15,62.10,299,101328,6298703.00,
500247,KOTAK MAH.BK,A ,Q,693.65,695.00,684.00,692.45,692.45,691.75,8201,162296,111901356.00,
500249,KSB PUMPS   ,B ,Q,635.00,648.75,635.00,641.75,637.50,631.25,153,2143,1375253.00,
500250,L.G.BALKRISH,B ,Q,475.00,480.50,462.50,465.00,462.50,467.50,120,1979,933849.00,
500251,TRENT LTD.  ,A ,Q,1219.95,1238.00,1212.00,1226.55,1226.55,1204.65,192,1408,1726105.00,
500252,LAKSHMI MACH,A ,Q,3589.65,3890.00,3589.65,3782.00,3782.00,3605.10,1874,10027,37839344.00,
500253,LIC HOUS.FIN,A ,Q,513.00,519.20,505.00,506.10,506.10,512.90,2939,150657,77197629.00,
500254,UTTAMVALUE  ,B ,Q,4.06,4.83,4.01,4.83,4.83,4.03,423,444900,2104890.00,
500255,LML LTD.    ,B ,Q,10.06,10.30,9.26,9.41,9.41,9.64,2866,981510,9618600.00,
500256,LOK.HOUS&CON,B ,Q,8.59,8.88,8.40,8.76,8.76,8.44,91,22185,192626.00,
500257,LUPIN LTD.  ,A ,Q,1645.55,1684.35,1645.55,1680.10,1678.00,1643.75,3748,153019,255092396.00,
500259,LYKA LABS   ,B ,Q,93.00,93.00,88.10,89.00,89.00,91.30,1333,102711,9231992.00,
500260,RAMCOCEM    ,A ,Q,363.00,366.55,357.80,360.85,359.40,358.65,435,13153,4778742.00,
500264,MAFATLAL IND,B ,Q,294.00,301.30,289.90,290.70,290.00,284.40,308,21199,6262986.00,
500265,MAH.SEAMLESS,B ,Q,210.45,214.90,176.10,180.30,180.30,207.50,4671,186821,35375488.00,
500266,MAH.SCOOTER ,B ,Q,1158.00,1159.00,1131.50,1142.50,1142.50,1137.25,312,2508,2882075.00,
500267,MAJESTIC AUT,B ,Q,85.00,87.50,82.95,83.75,84.50,82.10,257,44526,3811714.00,
500268,MANALI PETRO,B ,Q,36.20,37.20,31.15,33.95,33.95,35.80,12621,2996579,105197433.00,
500271,MAX INDIA   ,A ,Q,562.00,575.70,555.15,567.45,567.45,561.05,1641,39108,22305964.00,
500277,MID INDIA IN,T ,Q,1.42,1.42,1.42,1.42,1.42,1.36,1,100,142.00,
500279,MIRC ELECT  ,B ,Q,14.16,15.65,14.15,15.65,15.65,14.23,919,553962,8531708.00,
500280,CENTURY ENKA,B ,Q,223.00,247.00,216.70,238.60,238.60,223.70,12121,493353,116160981.00,
500284,LORDS CHLORO,T ,Q,27.55,27.55,25.35,25.35,25.35,26.25,10,636,16487.00,
500285,SPICEJET LTD,B ,Q,26.90,27.60,26.40,26.75,26.75,27.00,6381,5779077,155758160.00,
500288,MOREPEN LAB.,B ,Q,13.96,15.35,13.81,15.18,15.18,13.96,2283,853665,12682764.00,
500290,MRF LTD.    ,A ,Q,45790.00,46405.35,44952.00,45397.00,45397.00,45668.75,3498,5510,251814545.00,
500292,HEIDEL CEM  ,B ,Q,71.60,73.20,71.35,71.75,71.75,70.75,433,42481,3064519.00,
500294,NCC         ,A ,Q,82.40,84.80,82.05,83.10,83.10,82.10,6016,895144,74688312.00,
500295,VEDL        ,A ,Q,128.00,131.00,127.30,127.90,127.90,127.50,6090,556733,72065950.00,
500296,NAHAR SPG.  ,B ,Q,143.70,144.80,123.80,127.40,127.40,142.00,1611,110587,14769096.00,
500298,NAT.PEROXIDE,B ,Q,620.00,640.00,611.00,616.50,616.50,614.50,95,1760,1102465.00,
500300,GRASIM IND. ,A ,Q,3772.65,3789.45,3741.00,3755.55,3750.00,3755.15,571,5181,19488606.00,
500301,NEPC INDIA  ,T ,Q,2.05,2.07,1.91,2.07,2.07,1.98,54,25587,51776.00,
500302,PEL         ,A ,Q,914.95,949.95,903.10,942.55,942.55,908.60,846,11888,11055076.00,
500303,ADI BIR NUVO,A ,Q,2310.00,2315.20,2241.00,2277.30,2277.30,2285.00,1085,9735,22146260.00,
500304,NIIT LTD.   ,B ,Q,79.00,81.70,76.65,79.95,79.95,78.30,3846,577569,46262027.00,
500306,JAYKAY      ,B ,Q,5.41,5.79,5.26,5.74,5.74,5.52,132,57203,321270.00,
500307,NIRLON      ,B ,Q,170.00,171.45,169.75,170.00,170.00,170.00,485,31675,5392230.00,
500312,ONGC CORPN  ,A ,Q,270.00,272.00,268.10,270.05,270.05,266.90,4203,973895,262919400.00,
500313,OIL COUNTRY ,B ,Q,33.40,34.55,33.20,33.60,33.65,33.80,35,2887,98486.00,
500314,ORIENT HOTEL,B ,Q,21.50,21.90,21.50,21.60,21.85,21.30,12,5942,127878.00,
500315,ORINTAL BANK,A ,Q,183.50,186.75,181.35,182.70,182.70,182.15,3746,298132,54720985.00,
500317,OSWAL AGRO. ,B ,Q,17.75,18.40,17.20,18.20,18.10,17.25,252,135380,2434487.00,
500322,PANYAM CEMEN,B ,Q,55.00,61.60,54.50,55.55,55.60,56.85,64,14887,827890.00,
500325,RELIANCE    ,A ,Q,990.00,1000.00,984.00,987.65,987.65,988.10,6799,262896,261196248.00,
500327,PEACOCK IND.,B ,Q,16.50,18.15,16.25,17.20,17.40,16.25,305,60044,1044897.00,
500329,PENTAMED.G  ,B ,Q,1.02,1.21,1.02,1.19,1.18,1.01,469,914441,1070413.00,
500330,RAYMOND     ,A ,Q,470.00,481.65,454.75,457.10,457.10,475.50,2362,65773,30586963.00,
500331,PIDILITE    ,A ,Q,597.00,607.85,593.30,599.50,599.50,591.95,3415,104228,62616992.00,
500333,PIX TRANS   ,B ,Q,50.00,52.00,48.70,49.30,49.30,50.05,100,11764,592930.00,
500335,BIRLA CORPN.,B ,Q,445.00,464.90,442.65,451.15,451.00,447.00,94,2400,1095341.00,
500336,SURYA ROSHNI,B ,Q,150.70,153.00,144.50,147.60,147.60,149.30,1592,125026,18626676.00,
500337,PRIME SECUR.,B ,Q,5.80,6.70,5.18,5.94,5.81,5.74,28,6783,40348.00,
500338,PRISM CEMENT,B ,Q,109.20,109.30,99.20,103.05,103.05,108.50,1382,155300,16325576.00,
500339,RAIN        ,B ,Q,49.40,50.50,46.80,47.15,47.15,48.75,2255,305564,14768522.00,
500343,PUDUMJEE    ,B ,Q,33.35,34.00,32.15,33.35,33.35,32.90,271,32147,1082508.00,
500346,PUN.COMMUNI.,B ,Q,107.50,108.10,107.40,108.00,108.10,109.20,12,424,45786.00,
500350,RSWM  LTD   ,B ,Q,399.80,412.00,390.00,391.80,391.80,396.40,2684,86049,34599409.00,
500354,RAJSH.SUGAR ,B ,Q,17.50,19.95,17.50,18.40,18.40,17.95,10,1408,26849.00,
500355,RALLIS INDIA,A ,Q,222.00,230.55,222.00,229.55,229.55,220.05,1911,108197,24619769.00,
500356,RAMANEWS    ,B ,Q,14.40,14.50,13.62,13.93,13.93,13.87,169,50349,709272.00,
500357,RAMA PAPER  ,B ,Q,8.19,8.90,8.19,8.90,8.90,8.55,3,780,6407.00,
500360,RAPICUT CARB,B ,Q,79.80,79.80,73.10,73.20,73.30,76.95,51,7771,578680.00,
500365,RMGALLOY    ,B ,Q,6.03,6.03,5.75,6.03,6.03,5.75,53,21900,131790.00,
500366,ROLTA (I)   ,B ,Q,116.10,123.35,114.55,121.60,121.60,115.40,9229,785849,93308014.00,
500367,RUBFILA INT.,B ,Q,63.95,64.50,58.00,58.35,58.35,62.80,808,194223,11751192.00,
500368,RUCHI SOYA  ,B ,Q,38.00,38.30,37.20,37.40,37.40,37.60,784,102290,3863931.00,
500370,SALORA INT. ,B ,Q,59.95,59.95,57.50,57.50,57.50,57.85,13,567,33093.00,
500371,SAMTEL IND. ,T ,Q,5.78,5.78,5.78,5.78,5.78,5.51,1,50,289.00,
500372,SAMTEL COL  ,B ,Q,0.71,0.71,0.71,0.71,0.71,0.68,1,1000,710.00,
500378,JINDAL SAW  ,B ,Q,84.25,85.15,81.00,81.75,81.75,83.75,3205,577587,48250888.00,
500380,JK LAKSHMI  ,A ,Q,363.70,366.00,360.10,365.55,365.55,360.65,346,9352,3402605.00,
500387,SHREE CEMENT,A ,Q,11589.65,11780.00,11467.95,11640.75,11700.00,11448.00,995,2247,26052579.00,
500390,REL INFRA   ,A ,Q,426.00,434.70,425.75,427.40,427.40,424.00,6181,307241,132066183.00,
500399,STEELCO GUJ.,B ,Q,5.93,6.64,5.50,6.62,6.62,5.54,185,124589,794757.00,
500400,TATA POWER  ,A ,Q,70.00,70.90,69.50,69.90,69.90,69.75,1721,278879,19579185.00,
500402,SPMLINFRA   ,B ,Q,67.90,73.40,66.55,71.65,73.00,66.15,118,11424,811319.00,
500403,SUNDARAM FAS,B ,Q,180.50,186.00,180.50,182.15,182.20,178.05,477,21676,3981775.00,
500404,SUNFLAG IRON,B ,Q,18.30,19.25,18.25,18.70,18.70,18.00,607,139487,2641658.00,
500405,SUPREME PET ,B ,Q,133.00,136.00,124.00,125.50,125.50,131.40,2804,159578,20679826.00,
500407,SWARAJ ENGIN,B ,Q,1000.00,1032.50,975.75,987.25,990.00,981.00,1063,9651,9717805.00,
500408,TATA ELXSI  ,A ,Q,1897.00,1937.80,1833.05,1850.20,1850.20,1876.95,16317,302007,570579336.00,
500410,ACC LTD     ,A ,Q,1381.00,1396.80,1376.20,1380.90,1380.90,1375.90,1609,26136,36151473.00,
500411,THERMAX     ,A ,Q,1032.75,1044.05,1028.10,1033.05,1033.05,1028.75,312,3164,3277563.00,
500412,THIRUMALAI  ,B ,Q,268.00,280.40,250.00,252.70,252.70,267.30,8878,220347,58936760.00,
500413,THOMAS COOK ,B ,Q,225.00,225.00,217.05,221.55,221.55,219.00,727,23985,5292319.00,
500414,TIMEX GROUP ,B ,Q,40.40,40.40,38.10,38.50,38.50,39.85,583,186996,7328419.00,
500418,TOKYO PLAST ,B ,Q,31.00,36.00,31.00,34.05,34.05,31.50,185,27944,956474.00,
500420,TORRENT PHAR,A ,Q,1433.30,1489.00,1430.00,1479.30,1479.30,1425.00,2455,25695,37914274.00,
500422,TRANSCHEM   ,B ,Q,18.50,20.40,18.50,18.95,18.95,18.50,51,12240,234872.00,
500425,AMBUJA CEME ,A ,Q,230.00,232.75,229.15,230.05,230.05,228.95,1077,62336,14367961.00,
500429,UNIPHOS ENT.,B ,Q,49.55,53.00,49.55,50.50,50.50,49.60,507,92591,4764607.00,
500439,VARD HOLDNG ,B ,Q,1070.00,1070.00,1027.00,1027.00,1027.00,1035.00,4,30,31025.00,XD
500440,HINDALCO    ,A ,Q,109.80,111.80,108.05,108.30,108.30,109.30,3849,418450,46125869.00,
500444,WEST COAST  ,B ,Q,76.70,78.05,73.90,75.55,75.55,76.30,1339,149689,11452185.00,
500449,HIND.ORG.CHM,B ,Q,15.75,18.50,15.60,17.35,17.35,15.60,1518,305054,5279644.00,
500450,MPIL CORP L ,B ,Q,60.00,60.00,60.00,60.00,60.00,59.95,2,12,720.00,
500456,PAS.ACRYLON ,B ,Q,14.94,15.31,13.50,14.09,14.00,13.92,370,293642,4376086.00,
500458,PHIL CORPN. ,T ,Q,2.19,2.40,2.19,2.19,2.19,2.30,9,2613,5725.00,
500459,PROCTER &GAM,A ,Q,6339.90,6474.00,6338.25,6448.70,6470.00,6312.10,382,1259,8066286.00,
500460,MUKAND LTD. ,B ,Q,39.25,43.95,39.25,40.75,40.75,38.20,944,107754,4530018.00,
500463,AGCNET      ,B ,Q,138.90,140.30,132.00,134.50,134.50,136.60,421,6763,929574.00,
500464,UCAL FUEL   ,B ,Q,114.50,119.00,114.10,114.60,114.60,114.50,595,31327,3633558.00,
500467,HARR.MALAYAL,B ,Q,52.90,56.00,52.20,53.05,52.60,52.20,748,39618,2145331.00,
500469,FEDERAL BANK,A ,Q,68.45,69.70,67.25,68.45,68.45,67.55,2094,427650,29300834.00,
500470,TATA STEEL  ,A ,Q,260.00,268.20,259.00,262.25,262.25,256.40,15447,1334998,353563189.00,
500472,SKF INDIA   ,A ,Q,1313.45,1349.00,1313.45,1339.15,1349.00,1313.45,391,2674,3577968.00,
500477,ASHOK LEYL. ,A ,Q,88.85,88.85,87.05,87.35,87.35,88.00,4990,1455155,127774315.00,
