SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
533098,NHPC        ,A ,Q,19.10,19.40,18.95,19.10,19.10,19.00,2507,1220907,23334958.00,
533101,SURYAMBA SP ,B ,Q,47.10,47.75,45.05,47.45,47.50,47.75,22,1589,74124.00,
533103,JINDALCOTEX ,B ,Q,9.53,9.53,7.75,7.86,7.86,7.95,98,152323,1209338.00,
533104,GLOBUS SPR  ,B ,Q,68.65,71.40,68.65,69.70,69.70,68.30,302,15354,1076309.00,
533106,OIL INDIA   ,A ,Q,442.80,453.70,439.40,448.55,448.55,440.60,1685,42336,18922907.00,
533107,PIPAVAVDOC  ,A ,Q,60.10,60.80,60.10,60.55,60.55,60.20,650,133765,8095138.00,
533108,BHILWRA TEC ,B ,Q,12.42,12.94,12.42,12.60,12.50,12.43,15,5776,73345.00,
533109,EURO MULTI  ,B ,Q,1.57,1.57,1.57,1.57,1.57,1.65,5,1520,2386.00,
533110,SH PRECOTED ,B ,Q,3.28,3.74,3.26,3.58,3.55,3.56,39,29606,102543.00,
533121,SQSBFSI     ,B ,Q,824.00,830.00,786.00,789.75,789.75,816.00,371,3715,2994599.00,
533122,RTNPOWER    ,A ,Q,7.70,7.84,7.55,7.64,7.64,7.60,529,306505,2364623.00,
533137,DEN NETWORK ,A ,Q,157.50,162.50,156.25,158.95,158.95,156.05,308,5451,872835.00,
533138,ASTEC LIFE  ,B ,Q,264.80,272.70,258.00,259.70,259.70,261.70,2852,108364,28846514.00,
533144,COX KINGS   ,A ,Q,313.25,317.00,304.00,305.40,305.40,309.90,1436,49467,15396732.00,
533146,DLINK IND   ,B ,Q,236.90,240.30,231.10,232.30,232.30,236.90,669,34851,8210262.00,
533148,JSW ENERGY  ,A ,Q,80.35,82.45,78.65,79.20,79.20,80.05,4258,496048,39983411.00,
533149,ESSAR SECU  ,B ,Q,28.45,28.50,27.10,27.90,27.95,28.50,31,2655,73172.00,
533150,GODREJ PROP ,A ,Q,262.25,267.00,262.25,263.95,263.95,261.40,404,29745,7868561.00,
533151,D B CORP    ,A ,Q,327.35,333.00,326.00,328.90,329.35,329.10,76,11692,3826435.00,
533152,MBL INFRA   ,B ,Q,270.00,274.00,260.00,268.00,267.90,269.70,155,2072,555786.00,
533154,INFINITE    ,B ,Q,213.00,219.10,211.30,212.70,212.70,208.70,921,42699,9189079.00,
533155,JUBL FOOD   ,A ,Q,1888.00,1909.15,1876.00,1883.25,1881.00,1881.05,565,8173,15428236.00,
533156,VASCON ENG  ,B ,Q,23.50,25.80,22.20,24.10,24.10,24.20,724,133447,3212484.00,
533157,SYNCOM HEAL ,B ,Q,9.50,9.55,9.12,9.48,9.48,9.05,506,132177,1235190.00,
533158,THANGAMAYIL ,B ,Q,175.00,185.00,175.00,180.00,180.00,175.00,5,19,3355.00,
533160,D B REALTY  ,B ,Q,65.40,71.55,65.25,68.30,68.30,65.15,4605,632991,43582130.00,
533161,EMMBI       ,B ,Q,45.30,45.30,41.00,41.10,41.00,43.15,1179,356652,15722444.00,
533162,HATHWAY CAB ,A ,Q,49.45,50.95,49.40,50.00,50.00,49.50,250,27158,1363953.00,
533163,ARSS INFRA  ,B ,Q,30.90,33.80,30.90,32.70,32.70,30.50,1020,131520,4319651.00,
533164,TEXMO PIPES ,B ,Q,15.38,15.61,14.33,14.94,14.94,14.92,297,53846,814266.00,
533166,SUNDARAMMUL ,B ,Q,3.10,3.29,3.05,3.07,3.14,3.06,478,1053250,3324788.00,
533167,CORO ENGG   ,B ,Q,71.30,73.90,69.00,72.95,72.95,70.50,503,77878,5560157.00,
533168,ROSSELL IND ,B ,Q,95.05,105.70,92.65,105.70,105.70,96.10,273,23975,2487700.00,
533169,MAN INFRA   ,B ,Q,42.30,44.35,41.85,42.70,42.70,42.55,1667,308003,13216997.00,
533170,TAMBOLI CAP ,B ,Q,64.90,69.90,64.10,65.50,65.50,64.20,249,44110,2948075.00,
533171,UNITED BANK ,B ,Q,25.50,25.50,24.90,25.00,25.00,25.05,573,94268,2372472.00,
533176,DQ ENT      ,B ,Q,20.95,21.40,20.70,20.95,20.95,20.90,192,23214,490312.00,
533177,IL&FS TRANS ,A ,Q,146.25,148.90,145.70,146.80,146.80,145.35,842,79882,11748105.00,
533178,PRADIPOVERS ,B ,Q,1.59,1.60,1.51,1.60,1.60,1.50,17,11191,17444.00,
533179,PERSISTENT  ,A ,Q,674.00,684.00,667.45,679.15,679.15,671.70,989,14983,10116405.00,
533180,SGJHL       ,B ,Q,13.24,13.50,13.00,13.50,13.50,13.12,53,8200,109469.00,
533181,INTRASOFT   ,B ,Q,454.00,467.00,442.00,447.40,447.40,450.60,697,19671,8941594.00,
533189,GOENKA DIAM ,Z ,Q,2.27,2.27,2.27,2.27,2.27,2.17,15,20910,47465.00,
533192,KCP SUGAR IN,B ,Q,16.30,16.95,16.20,16.50,16.50,15.90,90,24880,410921.00,
533193,KIRLOSKAR EL,B ,Q,36.35,37.40,35.50,35.65,35.65,35.75,177,23289,843621.00,
533200,TALWALKAR   ,B ,Q,300.00,313.00,299.90,306.80,306.80,298.50,1806,119407,37010075.00,
533202,NITESH EST  ,B ,Q,17.75,20.10,17.55,19.45,19.45,17.50,3412,610052,11663741.00,
533203,TARAPUR TRA ,B ,Q,6.00,6.19,6.00,6.19,6.19,6.15,6,1349,8152.00,
533204,MANDHANA    ,B ,Q,277.60,277.60,268.20,270.00,270.00,267.20,154,6245,1690164.00,
533206,SJVN        ,A ,Q,25.90,27.05,25.90,26.75,26.70,25.95,1430,634105,16938250.00,
533207,JPINFRATEC  ,A ,Q,14.51,15.20,14.51,15.07,15.17,14.42,1706,425515,6373122.00,
533208,EMAMI PAPER ,B ,Q,52.00,52.00,49.70,51.70,51.75,51.90,23,4455,229522.00,
533210,KRITI NUTRI ,B ,Q,9.00,9.70,8.70,9.47,9.70,9.36,79,78431,733918.00,
533211,PARAB DRUGS ,B ,Q,9.49,9.60,9.17,9.21,9.21,9.06,92,19350,180789.00,
533212,GKB OPHTHA  ,B ,Q,75.00,77.00,73.25,73.25,73.25,76.30,42,1717,127191.00,
533216,TECHNOFAB   ,B ,Q,196.10,204.40,196.10,201.10,201.00,196.70,32,1275,256387.00,
533217,HMVL        ,B ,Q,243.30,245.50,241.50,242.90,242.10,242.90,87,1885,457988.00,
533218,EMAMI INFRA ,B ,Q,39.15,39.70,38.80,38.85,38.80,38.90,11,922,35935.00,
533219,SHRIASTER   ,B ,Q,4.88,5.13,4.88,5.13,5.13,5.35,4,255,1275.00,
533221,ASIAN HTL W ,B ,Q,110.70,118.90,110.20,117.80,117.80,111.40,5,131,14527.00,
533227,ASIAN HTL E ,B ,Q,175.00,177.00,175.00,176.10,175.00,168.00,11,118,20754.00,
533228,SKS MICRO   ,A ,Q,580.00,586.25,578.00,579.35,579.35,578.30,1518,354283,206316403.00,
533229,BAJAJ CORP  ,B ,Q,448.35,459.80,447.00,457.05,458.00,444.30,405,5394,2456071.00,
533230,HDFCMFGETF  ,E ,Q,2379.94,2380.70,2362.05,2379.00,2379.00,2376.58,30,95,225633.00,
533239,PRAKASHSTL  ,B ,Q,128.00,132.70,125.10,130.00,130.00,128.00,35,11129,1429296.00,
533248,GPPL        ,A ,Q,223.85,225.45,218.20,219.25,219.25,220.45,1117,58383,12926596.00,
533252,WELSPUN INV ,B ,Q,58.30,58.45,48.50,49.10,49.10,56.45,121,10395,549111.00,
533257,INDOSOLAR   ,B ,Q,13.30,13.70,13.25,13.55,13.55,13.25,710,279898,3790322.00,
533258,TIRUPATI IN ,B ,Q,6.60,6.80,6.60,6.68,6.67,6.72,31,8171,54704.00,
533259,MICROSECFIN ,B ,Q,113.70,118.50,112.00,112.80,112.80,112.70,780,46062,5315842.00,
533260,CAREERP     ,B ,Q,157.00,157.90,154.10,154.10,154.10,156.70,78,5871,913925.00,
533261,EROS MEDIA  ,B ,Q,590.90,602.00,584.35,593.30,595.00,588.10,2305,33479,19897811.00,
533262,RAMKY INFRA ,B ,Q,33.95,34.50,33.00,33.70,33.45,33.00,223,17202,579513.00,
533263,GREENPOWER  ,B ,Q,14.05,15.29,13.73,14.78,14.78,13.94,666,225631,3290502.00,
533264,ELECTROSTEEL,B ,Q,3.61,3.79,3.56,3.66,3.68,3.58,349,467015,1717847.00,
533265,GALLISPAT   ,B ,Q,408.40,409.00,407.80,407.80,407.80,408.40,106,12893,5264219.00,
533266,TECPRO SYS  ,Z ,Q,7.61,8.10,7.61,7.72,7.61,8.01,98,37286,286218.00,
533267,CANTABIL    ,B ,Q,69.00,72.65,69.00,71.05,70.50,73.15,79,3615,257530.00,
533268,SEATV       ,B ,Q,8.44,9.35,8.44,9.35,9.35,8.74,14,2819,24255.00,
533269,VATECH WABA ,A ,Q,759.00,760.00,735.00,750.80,751.20,752.35,750,12424,9318297.00,
533270,BEDMUTHA IN ,B ,Q,14.50,17.46,14.50,16.21,16.00,14.55,241,30707,520228.00,
533271,ASHOKA      ,B ,Q,187.10,189.00,180.05,181.45,181.45,184.95,302,12181,2235258.00,
533272,CEBBCO      ,B ,Q,23.60,24.40,22.85,23.10,23.00,23.00,900,109427,2598835.00,
533273,OBEROI REAL ,A ,Q,258.40,263.90,257.00,258.50,258.50,258.15,796,28370,7400855.00,
533274,PRESTIGE    ,A ,Q,222.75,226.00,215.75,221.35,220.95,222.00,360,8093,1804631.00,
533275,GYSCOAL     ,B ,Q,51.75,51.75,50.55,50.95,51.00,51.35,59,30460,1564600.00,
533276,BSLIMITED   ,B ,Q,33.90,34.75,32.50,33.50,33.50,32.25,1196,498407,16895862.00,
533278,COAL INDIA  ,A ,Q,444.00,447.25,436.85,438.05,438.05,442.85,3587,195311,86495709.00,
533281,TECHNO ELE  ,B ,Q,524.50,540.00,520.00,536.40,532.00,520.50,131,1794,944399.00,
533282,GRAVITA     ,B ,Q,33.00,33.50,32.45,32.80,32.80,32.85,327,94025,3086872.00,
533284,RPP INFRA   ,B ,Q,117.90,119.90,115.50,116.60,116.60,116.60,540,117997,13800652.00,
533285,RDB REALTY  ,B ,Q,26.00,26.95,25.85,26.30,25.85,25.95,25,2468,64977.00,
533286,MOIL LTD    ,B ,Q,240.00,244.50,236.00,240.80,240.80,236.70,969,27147,6527676.00,
533287,ZEE LEARN   ,B ,Q,34.50,34.90,34.00,34.15,34.00,34.50,62,5952,204664.00,
533288,CLARIS LIFE ,B ,Q,235.00,235.00,215.00,223.70,223.70,238.40,8335,591467,132212485.00,
533289,KESAR TERMI ,B ,Q,464.00,465.00,444.70,448.70,448.70,465.40,178,3196,1454662.00,
533292,A2ZINFRA    ,B ,Q,29.30,30.70,28.95,30.70,30.70,29.25,159,44453,1355384.00,
533293,KIRLOIL ENG ,B ,Q,330.00,330.00,310.00,313.10,312.90,328.30,417,4512,1444536.00,
533294,RAVI KUMAR  ,B ,Q,6.55,6.55,6.25,6.25,6.25,6.21,8,485,3065.00,
533295,PUNJABNSIND ,B ,Q,43.85,44.00,43.30,43.45,43.45,43.10,293,25098,1093791.00,
533296,FMNL        ,B ,Q,13.65,14.40,13.35,13.46,13.45,14.40,52,5731,78055.00,
533298,SURANASOL   ,B ,Q,24.35,24.50,23.70,24.00,23.75,24.35,110,17091,410378.00,
533301,SHEKHAWATI  ,B ,Q,2.00,2.00,1.95,1.96,1.95,1.99,92,142850,284450.00,
533302,KALYANI INV ,B ,Q,2492.00,2518.00,2487.00,2494.50,2509.00,2508.00,88,273,682593.00,
533303,BF INVEST   ,B ,Q,155.30,162.80,155.30,158.60,158.50,156.70,184,7925,1258920.00,
533304,CMAHENDRA   ,B ,Q,3.27,3.27,3.27,3.27,3.27,3.12,77,78146,255537.00,
533305,SRS REAL    ,B ,Q,19.50,19.70,19.20,19.60,19.45,19.40,391,718258,13995022.00,
533306,SUMMIT SECU ,B ,Q,380.00,394.70,372.00,379.40,379.40,382.50,314,10654,4080065.00,
533309,DALMIABHA   ,B ,Q,711.95,728.95,709.45,716.50,715.05,709.10,472,9653,6919614.00,
533315,INNO INVEST ,B ,Q,9.50,10.50,9.30,10.00,10.00,9.66,23,6240,59629.00,
533316,STEL        ,T ,Q,30.80,30.80,28.50,28.95,28.50,29.35,38,12412,367982.00,
533317,OMKAR SPC   ,B ,Q,209.40,216.20,207.00,210.60,210.60,206.60,1646,96997,20584455.00,
533320,JUBILNT IND ,B ,Q,177.00,177.00,169.00,169.90,169.80,175.20,155,6489,1124874.00,
533321,BIL ENERGY  ,B ,Q,1.04,1.05,0.86,0.90,0.99,0.88,11,502850,452881.00,
533326,TEXMACO RAIL,B ,Q,129.60,129.60,120.50,121.10,121.10,123.70,298,30102,3700731.00,
533329,IND TERRAIN ,B ,Q,690.00,721.00,641.00,659.75,659.75,669.25,337,6147,4225794.00,
533330,ACROPET TEC ,B ,Q,2.83,2.97,2.79,2.91,2.91,2.85,15,14531,41284.00,
533332,SUDAR       ,B ,Q,9.81,10.25,9.60,10.25,10.25,9.77,183,35418,355709.00,
533333,FINEOTEX  CH,B ,Q,38.20,38.50,36.75,37.85,37.85,37.20,322,46450,1747904.00,
533336,DHUNINV     ,B ,Q,152.00,158.00,151.20,155.50,155.90,150.40,32,1680,259163.00,
533339,ZEN TECH    ,B ,Q,96.00,99.45,96.00,99.45,99.45,94.75,224,112145,11124768.00,
533340,SCPOFII     ,F ,Q,12.30,12.30,12.30,12.30,12.30,12.30,1,5,61.00,
533343,LOVABLE     ,B ,Q,317.80,321.50,305.20,308.20,308.20,315.60,2147,58344,18297946.00,
533344,PTCFIN SER  ,B ,Q,47.15,48.70,47.10,47.35,47.35,46.80,3146,699616,33485637.00,
533385,N100        ,E ,Q,284.00,284.50,276.35,278.00,278.00,282.00,7,247,69035.00,
533389,SHILPI CABLE,B ,Q,49.90,51.00,49.10,50.10,50.10,49.75,271,23123,1158347.00,
533393,TCI DEVELP  ,B ,Q,341.00,347.00,330.50,343.00,343.00,335.00,15,85,28541.00,
533398,MUTHOOT FIN ,A ,Q,186.60,200.95,186.60,193.90,192.90,192.35,635,17347,3424404.00,
533399,PARAMOUNT PR,T ,Q,1.02,1.07,1.02,1.07,1.07,1.02,2,1000,1065.00,
533400,FCEL        ,B ,Q,16.90,17.55,16.80,17.15,17.15,16.85,989,645538,11140394.00,
533401,SERVALAKSHMI,B ,Q,3.66,3.66,3.30,3.37,3.35,3.32,11,1691,5727.00,
533402,INNOV IND   ,B ,Q,11.90,11.90,10.25,10.50,10.50,10.82,36,9443,102754.00,
533407,CIL NOVA    ,T ,Q,27.25,27.25,27.25,27.25,27.25,27.25,9,2280,62130.00,
533408,BSLGOLDETF  ,E ,Q,2389.95,2389.95,2389.95,2389.95,2389.95,2360.57,2,3,7169.00,
533411,SANGH FORG  ,B ,Q,61.55,65.00,61.50,62.20,62.20,61.10,144,24811,1565642.00,
533427,VMS INDUSTR ,B ,Q,19.95,22.00,19.95,21.00,21.00,21.00,10,567,11711.00,
533444,TIMBOR HOME ,B ,Q,5.76,6.10,5.76,6.10,6.10,6.05,12,10218,59630.00,
533451,KARMA ENERG ,B ,Q,22.10,22.10,20.50,22.00,22.00,20.50,6,44,952.00,
533452,WEIZMANN FX ,B ,Q,263.60,290.90,263.60,283.50,285.00,264.00,123,3718,1007354.00,
533470,RUSHIL DECOR,B ,Q,111.85,124.90,107.20,108.35,108.35,109.05,2273,300105,33668507.00,
533477,ENKEI WHEEL ,B ,Q,229.50,233.00,217.00,219.00,219.00,226.60,606,39492,8961242.00,
533482,KRIINFRA    ,B ,Q,86.00,88.00,83.50,86.60,86.60,84.30,467,245923,20978440.00,
533499,BGLOBAL     ,T ,Q,4.50,4.76,4.41,4.76,4.76,4.54,22,11286,52256.00,
533506,INVENTURE   ,B ,Q,11.25,11.98,11.00,11.13,11.13,11.50,54,6631,73783.00,
533519,LNT FH      ,A ,Q,71.15,72.40,71.00,71.35,71.35,71.05,2727,607431,43486952.00,
533520,INDBULL WSL ,B ,Q,12.70,13.80,12.25,12.80,12.80,12.85,970,401004,5247822.00,
533525,HEALTHTECH  ,B ,Q,33.35,36.75,33.35,36.75,36.75,35.00,11,658,23561.00,
533540,TREE HOUSE  ,B ,Q,402.20,418.35,397.20,400.25,402.00,400.70,438,10603,4305669.00,
533543,BROOKS LABS ,B ,Q,96.00,99.50,94.40,95.80,95.80,95.00,1779,117536,11413518.00,
533552,RUPA & CO   ,B ,Q,393.70,421.40,392.10,413.90,413.90,383.10,772,27343,11310225.00,
533553,TD POWER    ,B ,Q,304.60,309.00,300.10,302.60,305.00,305.00,139,3604,1093494.00,
533569,SRS LIMITED ,B ,Q,15.40,15.85,15.21,15.68,15.60,15.37,174,104421,1633752.00,
533570,AXISGOLD    ,E ,Q,2355.00,2355.00,2335.05,2335.05,2335.05,2330.52,3,3,7035.00,
533573,ALEM PHARMA ,A ,Q,744.50,746.70,730.00,733.20,733.20,738.35,1455,32343,23897440.00,
533581,PG ELECTRO  ,B ,Q,139.00,160.30,136.50,160.30,160.30,133.60,2484,194483,29800184.00,
533602,LESHAIND    ,B ,Q,16.30,16.31,15.80,16.07,16.00,15.54,968,489139,7884670.00,
533605,PRAKASH CON ,B ,Q,2.02,2.19,1.96,2.14,2.19,2.02,40,64322,129940.00,
533608,RDB RASAYAN ,B ,Q,20.35,20.40,20.00,20.35,20.35,19.75,12,1974,40026.00,
533629,TIJARIA PPL ,B ,Q,4.04,4.04,4.04,4.04,4.04,4.25,7,2900,11716.00,
533632,ONELIFE CAP ,B ,Q,34.35,34.70,31.00,31.05,31.05,33.95,1013,172410,5525456.00,
533638,FLEXITUFF   ,B ,Q,226.00,229.00,222.00,225.50,223.00,223.00,201,14823,3336159.00,
533644,UJAAS       ,B ,Q,18.45,19.35,18.15,18.80,18.80,18.15,1327,372514,7065317.00,
533655,TRIVENITURB ,B ,Q,121.20,124.00,120.00,121.15,121.15,120.85,446,32149,3907065.00,
533676,INDO THAI   ,B ,Q,23.75,23.80,23.00,23.70,23.70,23.80,28,3085,71826.00,
533704,ESSAR SHIP  ,B ,Q,21.50,21.75,21.30,21.35,21.55,21.25,120,19790,424120.00,
533719,IDBIGOLD    ,E ,Q,2356.00,2378.91,2350.00,2350.00,2350.00,2437.70,9,45,105881.00,
533758,APL APOLLO  ,B ,Q,443.00,446.20,443.00,445.00,443.20,445.60,92,389,173161.00,
533761,GPT INFRA   ,B ,Q,132.50,134.10,130.00,131.00,131.00,133.30,80,30395,4026406.00,
533790,KGN ENT     ,B ,Q,14.45,15.45,14.40,14.50,14.40,15.00,17,1424,20785.00,
533891,REL GOLD ETF,E ,Q,2225.00,2249.99,2212.00,2215.92,2212.00,2251.00,53,138,307689.00,
533896,FERVENTSYN  ,B ,Q,55.00,55.95,52.55,52.60,52.60,54.90,31,175300,9590749.00,
533941,TSIL        ,T ,Q,18.55,18.55,17.70,18.55,18.55,17.70,37,4750,87858.00,
533982,TERASOFTWARE,B ,Q,40.30,42.40,39.50,40.10,41.20,40.30,110,20134,835181.00,
534060,PMCFIN      ,A ,Q,4.29,4.33,4.15,4.33,4.33,4.13,906,2175637,9404622.00,
534064,AIML        ,T ,Q,118.80,118.80,107.70,107.70,107.70,113.20,4,3001,323218.00,
534076,ORIENT REF  ,B ,Q,90.00,90.00,88.05,88.80,89.75,89.95,94,11351,1006312.00,
534091,MCX LTD     ,B ,Q,1121.00,1160.00,1111.90,1144.05,1144.05,1112.00,6640,197256,224675028.00,
534139,SCHNEIDER   ,B ,Q,198.80,231.00,196.00,223.60,223.60,198.00,8694,625576,135568948.00,
534184,NORL        ,B ,Q,4.40,4.42,4.25,4.32,4.30,4.34,90,28799,125403.00,
534190,OLYMPIC     ,B ,Q,15.80,16.95,15.80,16.50,16.50,16.50,26,5180,85322.00,
534309,NBCC LTD    ,B ,Q,1061.90,1194.40,1054.90,1184.50,1184.50,1054.25,25286,565283,644259624.00,
534312,MT EDUCARE  ,B ,Q,123.10,125.00,120.30,121.10,121.10,122.80,612,32209,3945122.00,
534328,HEXATRADEX  ,B ,Q,23.15,23.50,22.55,22.70,22.70,22.90,41,4240,97431.00,
534338,MAXHEIGHTS  ,B ,Q,59.50,61.15,57.50,60.00,60.00,60.00,14,1931,112409.00,
534369,TBZ LTD     ,B ,Q,154.90,154.90,147.00,148.40,148.40,147.50,1402,78241,11737153.00,
534392,VSSL        ,B ,Q,41.15,42.45,41.15,42.25,42.20,40.95,14,655,27339.00,
534422,LOOKS       ,M ,Q,41.00,41.00,35.25,40.00,40.00,41.00,7,81200,3001440.00,
534425,SPECIALITY R,B ,Q,162.50,163.00,155.00,157.40,157.40,161.90,200,6379,1014810.00,
534532,LYPSA GEMS  ,B ,Q,64.50,70.60,64.40,67.85,68.90,63.80,144,20677,1346836.00,
534535,BIOGRPAPER  ,B ,Q,2.13,2.13,2.13,2.13,2.13,2.09,1,100,213.00,
534564,ASEEM GLOBAL,B ,Q,2.85,2.97,2.84,2.86,2.86,2.97,10,2278,6543.00,
534567,VKS PROJECTS,B ,Q,0.14,0.14,0.12,0.12,0.13,0.13,116,3495624,458202.00,
534597,RTNINFRA    ,B ,Q,2.60,2.80,2.60,2.69,2.69,2.64,434,274693,741532.00,
534598,SEPOWER     ,B ,Q,5.10,6.22,5.10,6.21,6.21,5.66,9,3450,21181.00,
534600,JTL INFRA   ,B ,Q,38.10,38.15,38.05,38.05,38.05,37.90,28,10040,382506.00,
534612,AMTL        ,B ,Q,24.00,24.45,22.60,22.70,22.90,23.60,72,16483,380129.00,
534615,NECC LTD    ,B ,Q,75.25,75.50,75.25,75.50,75.50,75.90,10,10200,770075.00,
534623,JUPITER INFO,B ,Q,33.15,33.35,33.15,33.20,33.20,33.35,20,8250,274817.00,
534674,DYNACONS TEC,B ,Q,8.00,8.00,8.00,8.00,8.00,7.62,36,31812,254496.00,
534675,PROZONINTU  ,B ,Q,33.40,35.35,32.90,33.40,33.40,32.95,1044,162622,5510628.00,
534680,SRG HFL     ,T ,Q,66.60,73.00,66.60,73.00,73.00,70.00,2,1250,90930.00,
534690,LAKSHMIVILAS,B ,Q,88.90,90.30,88.10,88.80,88.80,88.55,769,375569,33442013.00,
534707,ANSHUS CLOTH,B ,Q,6.40,6.94,6.40,6.90,6.90,6.61,58,29314,202771.00,
534708,RCL RETAIL  ,M ,Q,16.15,16.15,16.15,16.15,16.15,16.95,1,3000,48450.00,
534731,BRONZE INFRA,B ,Q,43.50,51.65,40.00,45.50,49.00,43.05,88,44167,2210009.00,
534734,RMCHEM      ,B ,Q,231.00,231.50,210.50,223.70,223.70,233.80,160,24786,5574773.00,
534741,VIRTUAL GLO ,B ,Q,18.50,18.50,16.50,16.85,16.50,16.90,145,159833,2714161.00,
534742,ZUARI AGRO  ,B ,Q,191.30,195.80,190.00,190.60,190.60,192.30,224,6995,1345491.00,
534748,STEEL EXCH  ,B ,Q,61.90,63.00,59.05,60.35,60.35,61.50,335,140214,8636759.00,
534756,TARA JEWELS ,B ,Q,57.00,59.00,56.60,57.00,57.00,57.70,3099,15553,891270.00,
534758,CIGNITI TECH,B ,Q,412.00,415.00,410.00,412.30,410.00,407.40,70,4273,1767861.00,
534804,CARE RATING ,A ,Q,1411.00,1431.00,1402.00,1423.20,1404.00,1408.25,431,5304,7544831.00,
534809,PC JEWELLER ,B ,Q,455.00,460.15,437.00,440.45,440.45,458.60,1197,28745,12825130.00,
534816,BH INFRATEL ,A ,Q,479.00,500.00,460.10,463.75,460.40,479.80,1155,33730,16148369.00,
534839,ECO FRIENDLY,M ,Q,49.50,49.90,49.20,49.85,49.85,49.70,38,233970,11635415.00,
534920,COVIDH      ,B ,Q,9.10,9.10,7.60,7.60,7.60,7.59,6,6600,51720.00,
534976,VMART       ,B ,Q,552.00,573.00,551.25,570.00,570.00,560.00,102,1202,679568.00,
535136,KAVITA FAB  ,M ,Q,11.60,11.60,11.60,11.60,11.60,12.60,1,9000,104400.00,
535141,SUNSTAR R   ,M ,Q,31.85,32.50,31.85,32.00,32.00,34.00,20,243000,7840050.00,
535204,PEARL AGRI  ,B ,Q,10.99,10.99,10.99,10.99,10.99,10.47,3,2500,27475.00,
535205,PEARL ELEC  ,B ,Q,10.44,10.44,10.44,10.44,10.44,9.95,6,4503,47011.00,
535267,COM FINCAP  ,B ,Q,24.25,24.50,24.25,24.40,24.40,24.25,16,560,13655.00,
535276,SBISENSEX   ,B ,Q,296.10,296.10,295.90,295.90,295.90,289.50,4,39,11544.00,
535279,BOTHRA MET  ,M ,Q,31.70,33.75,31.70,33.75,33.75,32.20,2,8000,261800.00,
535322,REPCO HOME  ,B ,Q,695.00,748.85,693.60,737.70,737.70,691.45,1529,30289,22155654.00,
535387,LAKHOTIA POL,M ,Q,12.35,12.35,12.35,12.35,12.35,12.35,1,10000,123500.00,
535458,NRB IND BEA ,B ,Q,76.50,78.60,73.05,74.35,73.50,75.90,110,12893,969228.00,
535466,SRL         ,M ,Q,27.20,35.00,27.20,27.40,27.25,34.00,16,57600,1918440.00,
535467,AIFL        ,B ,Q,278.00,280.00,265.00,272.00,265.50,276.80,329,37562,10253499.00,
535486,DELTALTD    ,B ,Q,5.21,5.50,5.20,5.45,5.50,5.47,32,18032,95336.00,
535503,ROSELABS LTD,B ,Q,5.67,5.69,5.23,5.61,5.61,5.50,29,14607,78635.00,
535566,KIFS FSL    ,B ,Q,27.00,27.00,27.00,27.00,27.00,26.60,4,5001,135027.00,
535601,SREELEATHER ,B ,Q,198.00,198.00,181.00,197.80,197.80,189.80,4,4,758.00,
535602,SHARDA MOTOR,B ,Q,1169.00,1169.00,1107.00,1123.00,1120.00,1109.00,136,10900,12309497.00,
535620,BINNY MILLS ,B ,Q,328.00,339.70,326.00,326.40,326.00,335.90,23,423,139320.00,
535621,SV GLOBAL   ,B ,Q,145.00,145.10,135.10,140.00,140.00,140.00,13,710,100680.00,
535648,JUSTDIAL    ,A ,Q,1075.00,1094.35,1065.55,1085.75,1085.75,1073.15,2400,43271,46758577.00,
535657,OONE        ,B ,Q,9.50,9.57,9.25,9.40,9.40,9.40,112,488249,4580814.00,
535658,PAWANSUT    ,B ,Q,39.50,39.50,39.50,39.50,39.50,37.65,2,6,237.00,
535693,BRAHM INFRA ,B ,Q,21.80,28.00,21.80,26.20,28.00,24.20,31,16324,446100.00,
535694,EDSL        ,M ,Q,10.42,10.42,10.42,10.42,10.42,9.93,2,2000,20840.00,
535730,KHOOBSURAT  ,B ,Q,44.75,44.75,44.75,44.75,44.75,42.65,1,1,44.00,
535754,ORIENT CEM  ,B ,Q,179.90,181.55,171.20,179.10,179.00,183.25,659,50098,8887938.00,
535755,PANTALOONS  ,B ,Q,224.90,225.50,220.40,221.10,221.10,220.60,351,15873,3541532.00,
535789,IBUL HSG FIN,A ,Q,786.00,798.40,779.15,790.05,789.00,785.50,4682,104281,82241785.00,
535958,INTEGRA GAR ,B ,Q,2.05,2.05,1.95,1.95,1.95,1.98,12,13525,27463.00,
536264,TIGER LOGS  ,M ,Q,260.00,260.00,229.90,250.00,250.00,255.40,8,9600,2352240.00,
536456,RJ BIOTECH  ,M ,Q,29.50,29.50,29.50,29.50,29.50,30.00,1,3000,88500.00,
536492,ATWL        ,MT,Q,4.70,4.70,4.70,4.70,4.70,4.80,2,8000,37600.00,
536493,JKAGRI GEN  ,B ,Q,531.00,550.00,528.00,547.75,550.00,550.25,43,1358,731138.00,
536507,FUTLIF FAS  ,B ,Q,87.00,87.15,83.00,83.15,83.30,86.45,1007,74939,6371646.00,
536565,TRIMURTHI DR,B ,Q,7.71,7.71,7.71,7.71,7.71,7.35,23,8212,63314.00,
536592,SKFL        ,M ,Q,38.00,38.00,38.00,38.00,38.00,35.60,1,2000,76000.00,
